date,cashflow,cash,equity_value,market_value,cumulative_contribution,profit,investment_return,daily_return,time_weighted_nav,cash_weight,running_peak,drawdown
2016-02-02,0.0,0.0,1817.8379699499449,1817.8379699499449,2000.0,-182.16203005005514,-0.09108101502502752,0.028526699627652974,0.7893112703222919,0.0,1.0030983692642166,-0.21312675355931432
2016-02-03,0.0,0.0,1820.7792559607035,1820.7792559607035,2000.0,-179.2207440392965,-0.08961037201964828,0.0016180132989738194,0.7905883864547033,0.0,1.0030983692642166,-0.21185358218196648
2016-02-04,0.0,0.0,1848.6691591787212,1848.6691591787212,2000.0,-151.3308408212788,-0.0756654204106394,0.015317564238890746,0.8026982748507442,0.0,1.0030983692642166,-0.19978109879738715
2016-02-05,0.0,0.0,1831.7577041906043,1831.7577041906043,2000.0,-168.24229580939573,-0.08412114790469782,-0.009147907782282694,0.7953552650554122,0.0,1.0030983692642166,-0.20710142751122818
2016-02-15,0.0,0.0,1827.1378579231553,1827.1378579231553,2000.0,-172.86214207684475,-0.0864310710384224,-0.0025220837105693894,0.7933493124973003,0.0,1.0030983692642166,-0.20910118408503586
2016-02-16,0.0,0.0,1896.0003727582966,1896.0003727582966,2000.0,-103.99962724170337,-0.05199981362085171,0.03768873516386728,0.8232496446284473,0.0,1.0030983692642166,-0.17929320807060056
2016-02-17,0.0,0.0,1918.5479044687381,1918.5479044687381,2000.0,-81.45209553126188,-0.040726047765630935,0.011892155737100119,0.8330398576128811,0.0,1.0030983692642166,-0.16953323508648033
2016-02-18,0.0,0.0,1909.8621774946555,1909.8621774946555,2000.0,-90.1378225053445,-0.045068911252672206,-0.0045272400829041715,0.8292684861788393,0.0,1.0030983692642166,-0.1732929575121166
2016-02-19,0.0,0.0,1917.985848300914,1917.985848300914,2000.0,-82.01415169908591,-0.041007075849542995,0.004253537717006983,0.8327958109623262,0.0,1.0030983692642166,-0.16977652792597908
2016-02-22,0.0,0.0,1952.9409748875676,1952.9409748875676,2000.0,-47.05902511243244,-0.02352951255621627,0.018224913712277413,0.8479734427570608,0.0,1.0030983692642166,-0.1546457767855226
2016-02-23,0.0,0.0,1940.2932477810136,1940.2932477810136,2000.0,-59.70675221898637,-0.029853376109493235,-0.006476246476052383,0.8424817577366194,0.0,1.0030983692642166,-0.16012049909463133
2016-02-24,0.0,0.0,1949.3305403656616,1949.3305403656616,2000.0,-50.66945963433841,-0.02533472981716922,0.004657694188743511,0.8464057801237517,0.0,1.0030983692642166,-0.15620859722401959
2016-02-25,0.0,0.0,1817.2301423093154,1817.2301423093154,2000.0,-182.7698576906846,-0.09138492884534233,-0.06776705916256065,0.7890473495465721,0.0,1.0030983692642166,-0.21338985913679953
